Holding Period(Years),Annualized Return,Buy Price,Buy Date,Sell Price,Sell Date
1.0,-0.7929866821170961,19114.199219,2017-12-18,3956.893799,2018-12-04
1.00398406374502,-0.8023291741802253,19114.199219,2017-12-18,3753.994873,2018-12-05
1.0079681274900398,-0.8133060684598992,19114.199219,2017-12-18,3521.101807,2018-12-06
1.0119521912350598,-0.8174050102950655,19114.199219,2017-12-18,3419.937256,2018-12-07
1.0159362549800797,-0.81180784533496,19114.199219,2017-12-18,3502.656006,2018-12-10
1.0199203187250996,-0.8147163247527117,19114.199219,2017-12-18,3424.588135,2018-12-11
1.0239043824701195,-0.810180658814599,19114.199219,2017-12-18,3486.950195,2018-12-12
1.0278884462151394,-0.8181963367849592,19114.199219,2017-12-18,3313.677246,2018-12-13
1.0318725099601593,-0.8208072633565702,19114.199219,2017-12-18,3242.484863,2018-12-14
1.0358565737051793,-0.8057969213564534,17706.900391,2017-12-15,3242.484863,2018-12-14
1.0398406374501992,-0.7964300395787148,17899.699219,2017-12-07,3419.937256,2018-12-07
1.043824701195219,-0.7959991781934724,17415.400391,2017-12-12,3313.677246,2018-12-13
1.047808764940239,-0.7989727132228113,17415.400391,2017-12-12,3242.484863,2018-12-14
1.051792828685259,-0.7923172885729878,16936.800781,2017-12-11,3242.484863,2018-12-14
1.0557768924302788,-0.7976214581478811,17899.699219,2017-12-07,3313.677246,2018-12-13
1.0597609561752988,-0.8005323311532808,17899.699219,2017-12-07,3242.484863,2018-12-14
1.0637450199203187,-0.7862262456115208,919.24,2014-01-06,178.102997,2015-01-14
1.0677290836653386,-0.7876328923697266,19114.199219,2017-12-18,3654.833496,2018-12-27
1.0717131474103585,-0.7717679045656485,19114.199219,2017-12-18,3923.918701,2018-12-28
1.0756972111553784,-0.7803843837492466,19114.199219,2017-12-18,3742.700439,2018-12-31
1.0796812749003983,-0.7736478504097273,19114.199219,2017-12-18,3843.52002,2019-01-01
1.0836653386454183,-0.7669553285477612,19114.199219,2017-12-18,3943.409424,2019-01-02
1.0876494023904382,-0.7715418710087211,19114.199219,2017-12-18,3836.741211,2019-01-03
1.091633466135458,-0.7691574366235341,19114.199219,2017-12-18,3857.717529,2019-01-04
1.095617529880478,-0.7654485419738624,17899.699219,2017-12-07,3654.833496,2018-12-27
1.099601593625498,-0.7695439288521414,17429.5,2018-01-05,3470.450439,2019-01-28
1.1035856573705178,-0.7696710130102256,17429.5,2018-01-05,3448.116943,2019-01-29
1.1075697211155378,-0.7741246102893113,19114.199219,2017-12-18,3678.924561,2019-01-10
1.1115537848605577,-0.7724482326355337,19114.199219,2017-12-18,3687.365479,2019-01-11
1.1155378486055776,-0.77020301237458,19114.199219,2017-12-18,3706.052246,2019-01-14
1.1195219123505975,-0.7731985883053427,19114.199219,2017-12-18,3630.675293,2019-01-15
1.1235059760956174,-0.7706426823646016,19114.199219,2017-12-18,3655.006836,2019-01-16
1.1274900398406376,-0.7681287507728748,19114.199219,2017-12-18,3678.563965,2019-01-17
1.1314741035856575,-0.7680932577470618,19114.199219,2017-12-18,3657.839355,2019-01-18
1.1354581673306774,-0.7714984982734233,19114.199219,2017-12-18,3576.032471,2019-01-21
1.1394422310756973,-0.7759360006879041,979.23,2013-12-10,178.102997,2015-01-14
1.1434262948207172,-0.7686225469064112,19114.199219,2017-12-18,3585.123047,2019-01-23
1.1474103585657371,-0.766553898730774,19114.199219,2017-12-18,3600.865479,2019-01-24
1.151394422310757,-0.7810720867046279,1023.87,2013-12-05,178.102997,2015-01-14
1.155378486055777,-0.7982401731167657,1132.01,2013-12-04,178.102997,2015-01-14
1.159362549800797,-0.7844165087240038,1055.0,2013-12-03,178.102997,2015-01-14
1.1633466135458168,-0.781942159886834,1047.47,2013-12-02,178.102997,2015-01-14
1.1673306772908367,-0.7949031438781553,1131.99,2013-11-29,178.102997,2015-01-14
1.1713147410358566,-0.7732823995052549,1012.98,2013-11-28,178.102997,2015-01-14
1.1752988047808766,-0.7664700505291783,19114.199219,2017-12-18,3459.154053,2019-02-04
1.1792828685258965,-0.7649053998650055,19114.199219,2017-12-18,3466.357422,2019-02-05
1.1832669322709164,-0.7667892103133662,19114.199219,2017-12-18,3413.767822,2019-02-06
1.1872509960159363,-0.7664740297685821,19114.199219,2017-12-18,3399.47168,2019-02-07
1.1912350597609562,-0.7499401935988047,19114.199219,2017-12-18,3666.780273,2019-02-08
1.1952191235059761,-0.7498344571872417,19114.199219,2017-12-18,3648.430664,2019-02-11
1.199203187250996,-0.748387384400678,19114.199219,2017-12-18,3653.528564,2019-02-12
1.203187250996016,-0.7484695714742056,19114.199219,2017-12-18,3632.070557,2019-02-13
1.207171314741036,-0.7481969059404845,19114.199219,2017-12-18,3616.880859,2019-02-14
1.2111553784860558,-0.7468250929183836,19114.199219,2017-12-18,3620.810791,2019-02-15
1.2151394422310757,-0.7451438918862182,17899.699219,2017-12-07,3399.47168,2019-02-07
1.2191235059760956,-0.7419318701557074,1132.01,2013-12-04,217.110992,2015-02-05
1.2231075697211156,-0.7357695917031495,1132.01,2013-12-04,222.266006,2015-02-06
1.2270916334661355,-0.7367249917116552,1132.01,2013-12-04,220.110001,2015-02-09
1.2310756972111554,-0.7385119031871958,1131.99,2013-11-29,217.110992,2015-02-05
