Holding Period(Years),Annualized Return,Buy Price,Buy Date,Sell Price,Sell Date
3.756972111553785,2.3354051788055044,5.02,2012-05-08,463.615997,2015-12-18
3.760956175298805,2.3318301951692972,4.93,2012-05-14,455.653015,2015-12-25
3.764940239043825,2.3390239969568145,4.97,2012-05-01,465.321014,2015-12-15
3.768924302788845,2.334178322181728,4.87,2012-05-10,455.653015,2015-12-25
3.7729083665338647,2.3182091258545716,5.04,2012-04-27,465.321014,2015-12-15
3.7768924302788847,2.3245386491124815,4.98,2012-04-26,465.321014,2015-12-15
3.7808764940239046,2.31359608569055,5.0,2012-04-30,463.615997,2015-12-18
3.7848605577689245,2.3024600737042187,5.04,2012-04-27,463.615997,2015-12-18
3.7888446215139444,2.3087562170060085,4.98,2012-04-26,463.615997,2015-12-18
3.7928286852589643,2.2993414522578814,4.95,2012-05-15,458.048004,2016-01-07
3.7968127490039842,2.2987269001122863,4.93,2012-05-14,458.048004,2016-01-07
3.800796812749004,2.29285518569222,5.0,2012-04-23,463.615997,2015-12-18
3.804780876494024,2.3010988102616525,4.87,2012-05-10,458.048004,2016-01-07
3.808764940239044,2.2912845654154426,4.98,2012-04-16,465.321014,2015-12-15
3.812749003984064,2.2959015788872184,4.93,2012-04-13,465.321014,2015-12-15
3.816733067729084,2.291800838666415,4.93,2012-04-12,465.321014,2015-12-15
3.8207171314741037,2.2946151180695944,4.75,2012-04-09,451.937988,2015-12-11
3.8247011952191237,2.3066632388369785,4.8,2012-04-10,465.321014,2015-12-15
3.8286852589641436,2.3115954475898337,4.75,2012-04-09,465.321014,2015-12-15
3.8326693227091635,2.288051538665958,4.75,2012-04-09,454.93399,2015-12-16
3.8366533864541834,2.2912160917461626,4.8,2012-04-10,463.615997,2015-12-18
3.8406374501992033,2.296125981070587,4.75,2012-04-09,463.615997,2015-12-18
3.8446215139442232,2.2532216982009494,4.99,2012-04-03,465.321014,2015-12-15
3.848605577689243,2.2503817713889003,4.84,2012-03-29,451.937988,2015-12-11
3.852589641434263,2.2641255117508012,4.88,2012-03-30,465.321014,2015-12-15
3.856573705179283,2.2671039120469914,4.84,2012-03-29,465.321014,2015-12-15
3.860557768924303,2.2612338426537035,4.75,2012-04-09,455.653015,2015-12-25
3.864541832669323,2.2591385097054766,4.84,2012-03-27,465.321014,2015-12-15
3.8685258964143427,2.274577517954341,4.73,2012-03-26,465.321014,2015-12-15
3.8725099601593627,2.2617149575822904,4.78,2012-03-23,465.321014,2015-12-15
3.8764940239043826,2.2497397769701997,4.73,2012-03-26,456.078003,2015-12-17
3.8804780876494025,2.259550514868908,4.73,2012-03-26,463.615997,2015-12-18
3.8844621513944224,2.2481233848155746,4.79,2012-03-20,465.321014,2015-12-15
3.8884462151394423,2.237274283073584,4.83,2012-03-19,465.321014,2015-12-15
3.8924302788844622,2.225483237966206,4.8,2012-04-10,458.048004,2016-01-07
3.896414342629482,2.2333590541941764,4.79,2012-03-20,463.615997,2015-12-18
3.900398406374502,2.225579973775816,4.73,2012-03-26,455.653015,2015-12-25
3.904382470119522,2.2130625322923,4.78,2012-03-23,455.653015,2015-12-25
3.908366533864542,2.191228353316357,4.99,2012-03-12,465.321014,2015-12-15
3.912350597609562,2.2025203908922477,4.79,2012-03-20,454.984985,2015-12-24
3.9163346613545817,2.1999291946535795,4.79,2012-03-20,455.653015,2015-12-25
3.9203187250996017,2.1897858473598313,4.93,2012-03-07,465.321014,2015-12-15
3.9243027888446216,2.1882007444400857,4.84,2012-03-29,458.048004,2016-01-07
3.9282868525896415,2.175893428177235,4.84,2012-03-29,453.230011,2016-01-08
3.9322709163346614,2.201931687148243,4.79,2012-03-02,465.321014,2015-12-15
3.9362549800796813,2.1956054357989943,4.73,2012-03-26,458.048004,2016-01-07
3.9402390438247012,2.183347000871584,4.78,2012-03-23,458.048004,2016-01-07
3.944223107569721,2.1876916942788722,4.79,2012-03-02,463.615997,2015-12-18
3.948207171314741,2.1588883922027784,4.78,2012-03-23,448.428009,2016-01-11
3.952191235059761,2.208312714043968,4.51,2012-02-22,451.937988,2015-12-11
3.956175298804781,2.1920970618962015,4.58,2012-02-21,451.937988,2015-12-11
3.960159362549801,2.224470123035316,4.51,2012-02-22,465.321014,2015-12-15
3.9641434262948207,2.2081892855126233,4.58,2012-02-21,465.321014,2015-12-15
3.9681274900398407,2.229604869245579,4.44,2012-02-20,465.321014,2015-12-15
3.9721115537848606,2.2101626000572585,4.51,2012-02-22,463.615997,2015-12-18
3.9760956175298805,2.2093748723464532,4.51,2012-02-16,465.321014,2015-12-15
3.9800796812749004,2.2152878246553085,4.44,2012-02-20,463.615997,2015-12-18
3.9840637450199203,2.1858146769109403,4.51,2012-02-16,456.078003,2015-12-17
3.9880478087649402,2.195236044195224,4.51,2012-02-16,463.615997,2015-12-18
3.99203187250996,2.1777128853175283,4.51,2012-02-22,455.653015,2015-12-25
3.99601593625498,2.185331773742111,4.44,2012-02-20,454.984985,2015-12-24
4.0,2.1828254317175797,4.44,2012-02-20,455.653015,2015-12-25
4.00398406374502,2.1656045967170203,4.51,2012-02-16,454.984985,2015-12-24
4.00796812749004,2.1631382601617126,4.51,2012-02-16,455.653015,2015-12-25
4.01195219123506,2.128852693166454,4.69,2012-02-15,455.653015,2015-12-25
4.01593625498008,2.1238742883327797,4.44,2012-02-20,430.566986,2015-12-31
4.0199203187251,2.127118650567024,4.44,2012-02-20,434.334015,2016-01-01
4.0239043824701195,2.1213667238816885,4.44,2012-02-20,433.091003,2016-01-04
4.027888446215139,2.1492710240360173,4.51,2012-02-22,458.048004,2016-01-07
4.031872509960159,2.1374638225298055,4.51,2012-02-22,453.230011,2016-01-08
4.035856573705179,2.1543487505642274,4.44,2012-02-20,458.048004,2016-01-07
4.039840637450199,2.1425408010406306,4.44,2012-02-20,453.230011,2016-01-08
4.043824701195219,2.1350657105194952,4.51,2012-02-16,458.048004,2016-01-07
4.047808764940239,2.123371854184321,4.51,2012-02-16,453.230011,2016-01-08
4.051792828685259,2.1116850808897816,4.51,2012-02-16,448.428009,2016-01-11
4.055776892430279,2.0886532703676797,4.44,2012-02-20,430.306,2016-01-14
4.059760956175299,2.076998370823949,4.51,2012-02-16,432.371002,2016-01-13
4.063745019920319,2.0699908023453517,4.51,2012-02-16,430.306,2016-01-14
4.067729083665339,2.0457941020467896,7.59,2012-07-13,704.375977,2016-06-13
4.0717131474103585,2.0572079354760016,4.44,2012-02-20,420.230011,2016-01-20
4.075697211155378,2.0850878404905964,7.14,2012-07-11,704.375977,2016-06-13
4.079681274900398,2.0992345744074457,7.59,2012-07-13,766.307983,2016-06-16
4.083665338645418,2.0998048439006314,6.94,2012-07-09,704.375977,2016-06-13
4.087649402390438,2.138993658019134,7.14,2012-07-11,766.307983,2016-06-16
4.091633466135458,2.141972847334978,7.08,2012-07-10,766.307983,2016-06-16
4.095617529880478,2.153817721891784,6.94,2012-07-09,766.307983,2016-06-16
4.099601593625498,2.1903168741056676,6.59,2012-07-06,766.307983,2016-06-16
4.103585657370518,2.1855482488608304,6.6,2012-07-05,766.307983,2016-06-16
4.107569721115538,2.2010383047620996,6.44,2012-07-04,766.307983,2016-06-16
4.111553784860558,2.197431492594427,6.44,2012-07-03,766.307983,2016-06-16
4.115537848605578,2.1760622163642775,6.44,2012-07-03,748.908997,2016-06-17
4.1195219123505975,2.1807043440118474,6.52,2012-06-29,766.307983,2016-06-16
4.123505976095617,2.1795183907597444,6.5,2012-06-28,766.307983,2016-06-16
4.127490039840637,2.1771552589578516,6.49,2012-06-27,766.307983,2016-06-16
4.131474103585657,2.1831574787309744,6.41,2012-06-26,766.307983,2016-06-16
4.135458167330677,2.19786693396156,6.26,2012-06-25,766.307983,2016-06-16
4.139442231075697,2.1766173400067412,6.26,2012-06-25,748.908997,2016-06-17
4.143426294820717,2.1610708963512515,6.26,2012-06-25,737.226013,2016-06-20
4.147410358565737,2.142204460701898,6.64,2012-06-20,766.307983,2016-06-16
4.151394422310757,2.1644802057790455,5.9,2012-06-14,704.375977,2016-06-13
4.155378486055777,2.2050422612757226,6.06,2012-06-18,766.307983,2016-06-16
4.159362549800797,2.1838398130976175,6.06,2012-06-18,748.908997,2016-06-17
4.163346613545817,2.218524568125312,5.9,2012-06-14,766.307983,2016-06-16
4.1673306772908365,2.2201821550634784,5.86,2012-06-13,766.307983,2016-06-16
4.171314741035856,2.236645295330704,5.71,2012-06-12,766.307983,2016-06-16
4.175298804780876,2.2593302736339482,5.52,2012-06-11,766.307983,2016-06-16
4.179282868525896,2.2430869425220696,5.61,2012-06-08,766.307983,2016-06-16
4.183266932270916,2.2505966160138917,5.53,2012-06-07,766.307983,2016-06-16
4.187250996015936,2.2640094359000003,5.41,2012-06-06,766.307983,2016-06-16
4.191235059760956,2.2661191917101875,5.37,2012-06-05,766.307983,2016-06-16
4.195219123505976,2.2845560735384387,5.22,2012-06-04,766.307983,2016-06-16
4.199203187250996,2.280852188565662,5.22,2012-06-01,766.307983,2016-06-16
4.203187250996016,2.284672327231246,5.17,2012-05-31,766.307983,2016-06-16
4.207171314741036,2.2855167924320607,5.14,2012-05-30,766.307983,2016-06-16
4.211155378486056,2.2863864614301064,5.11,2012-05-29,766.307983,2016-06-16
4.2151394422310755,2.2888186552300165,5.07,2012-05-28,766.307983,2016-06-16
4.219123505976095,2.2835895581518715,5.08,2012-05-25,766.307983,2016-06-16
4.223107569721115,2.273822810806268,5.12,2012-05-24,766.307983,2016-06-16
4.227091633466135,2.273194736385399,5.1,2012-05-23,766.307983,2016-06-16
4.231075697211155,2.2802393450729688,5.03,2012-05-22,766.307983,2016-06-16
4.235059760956175,2.268931940881253,5.08,2012-05-21,766.307983,2016-06-16
4.239043824701195,2.2668131007334003,5.07,2012-05-18,766.307983,2016-06-16
4.243027888446215,2.2708149171965295,5.02,2012-05-17,766.307983,2016-06-16
4.247011952191235,2.2641234969101065,5.04,2012-05-16,766.307983,2016-06-16
4.250996015936255,2.2743560362455244,4.95,2012-05-15,766.307983,2016-06-16
4.254980079681275,2.2738351071027414,4.93,2012-05-14,766.307983,2016-06-16
4.258964143426295,2.267097893935392,4.95,2012-05-11,766.307983,2016-06-16
4.2629482071713145,2.2759824174578727,4.87,2012-05-10,766.307983,2016-06-16
4.266932270916334,2.2547887243342526,4.87,2012-05-10,748.908997,2016-06-17
4.270916334661354,2.245602603730818,5.02,2012-05-08,766.307983,2016-06-16
4.274900398406374,2.2375278877886955,5.05,2012-05-07,766.307983,2016-06-16
4.278884462151394,2.2310024251964915,5.07,2012-05-04,766.307983,2016-06-16
4.282868525896414,2.2230365760578477,5.1,2012-05-03,766.307983,2016-06-16
4.286852589641434,2.225451955049193,5.06,2012-05-02,766.307983,2016-06-16
4.290836653386454,2.2354508521269842,4.97,2012-05-01,766.307983,2016-06-16
4.294820717131474,2.2274031508922776,5.0,2012-04-30,766.307983,2016-06-16
4.298804780876494,2.217930224804772,5.04,2012-04-27,766.307983,2016-06-16
4.302788844621514,2.223409195742415,4.98,2012-04-26,766.307983,2016-06-16
4.306772908366534,2.202795843789117,4.98,2012-04-26,748.908997,2016-06-17
4.3107569721115535,2.2016427732172597,5.08,2012-04-24,766.307983,2016-06-16
4.314741035856573,2.2099919441494387,5.0,2012-04-23,766.307983,2016-06-16
4.318725099601593,2.1895332960880065,5.0,2012-04-23,748.908997,2016-06-17
4.322709163346613,2.184135232834473,5.13,2012-04-19,766.307983,2016-06-16
4.326693227091633,2.1764575976588736,5.16,2012-04-18,766.307983,2016-06-16
4.330677290836653,2.199204632807706,4.98,2012-04-17,766.307983,2016-06-16
4.334661354581673,2.1957870090430878,4.98,2012-04-16,766.307983,2016-06-16
4.338645418326693,2.1998128397176093,4.93,2012-04-13,766.307983,2016-06-16
4.342629482071713,2.196400277492347,4.93,2012-04-12,766.307983,2016-06-16
4.346613545816733,2.2698250479655493,103.85,2013-10-02,17899.699219,2017-12-07
4.350597609561753,2.209256860149775,4.8,2012-04-10,766.307983,2016-06-16
4.354581673306773,2.2215753469955004,103.85,2013-10-02,16936.800781,2017-12-11
4.3585657370517925,2.2387729288911844,103.85,2013-10-02,17415.400391,2017-12-12
4.362549800796812,2.1914187954798394,103.85,2013-10-02,16408.199219,2017-12-13
4.366533864541832,2.1949488096275704,103.85,2013-10-02,16564.0,2017-12-14
4.370517928286852,2.240665658191842,103.85,2013-10-02,17706.900391,2017-12-15
4.374501992031872,2.2942890628795736,103.85,2013-10-02,19114.199219,2017-12-18
4.378486055776892,2.2366458190583107,103.85,2013-10-02,17776.699219,2017-12-19
4.382470119521912,2.184134322077639,103.85,2013-10-02,16624.599609,2017-12-20
4.386454183266932,2.1595056167705247,4.93,2012-03-28,766.307983,2016-06-16
4.390438247011952,2.169481733784525,4.84,2012-03-27,766.307983,2016-06-16
4.394422310756972,2.1827759617106928,4.73,2012-03-26,766.307983,2016-06-16
4.398406374501992,2.1718479042252743,4.78,2012-03-23,766.307983,2016-06-16
4.402390438247012,2.1520494467105693,4.78,2012-03-23,748.908997,2016-06-17
4.4063745019920315,2.1434653100742715,122.91,2013-09-20,19114.199219,2017-12-18
4.410358565737051,2.160443216697126,4.79,2012-03-20,766.307983,2016-06-16
4.414342629482071,2.151220554100638,4.83,2012-03-19,766.307983,2016-06-16
4.418326693227091,2.131639999830842,4.83,2012-03-19,748.908997,2016-06-17
4.422310756972111,2.1173180291418743,4.83,2012-03-19,737.226013,2016-06-20
4.426294820717131,2.1028784606675552,103.85,2013-10-02,15599.200195,2018-01-04
4.430278884462151,2.1783248115131135,103.85,2013-10-02,17429.5,2018-01-05
4.434262948207171,2.112057570724315,4.99,2012-03-12,766.307983,2016-06-16
4.438247011952191,2.122537511544648,122.07,2013-09-10,19114.199219,2017-12-18
4.442231075697211,2.1215982443164205,121.68,2013-09-09,19114.199219,2017-12-18
4.446215139442231,2.142007658478011,117.67,2013-09-06,19114.199219,2017-12-18
4.450199203187251,2.1105441477569387,122.5,2013-09-05,19114.199219,2017-12-18
4.4541832669322705,2.124778625375161,111.9,2013-08-26,17899.699219,2017-12-07
4.45816733067729,2.14882861028104,107.65,2013-08-23,17899.699219,2017-12-07
4.46215139442231,2.136058701859534,109.12,2013-08-22,17899.699219,2017-12-07
4.46613545816733,2.1245028940063237,110.43,2013-08-21,17899.699219,2017-12-07
4.47011952191235,2.1576137997766858,104.87,2013-08-20,17899.699219,2017-12-07
4.47410358565737,2.1681250534683967,102.85,2013-08-19,17899.699219,2017-12-07
4.47808764940239,2.197380426815851,98.25,2013-08-16,17899.699219,2017-12-07
4.48207171314741,2.1953130143757544,98.08,2013-08-15,17899.699219,2017-12-07
4.48605577689243,2.1840206667101447,99.19,2013-08-14,17899.699219,2017-12-07
4.49003984063745,2.1882258569836175,98.15,2013-08-13,17899.699219,2017-12-07
4.49402390438247,2.2055284167141744,95.35,2013-08-12,17899.699219,2017-12-07
4.49800796812749,2.2256843523842913,92.27,2013-08-09,17899.699219,2017-12-07
4.50199203187251,2.207030740511985,94.27,2013-08-08,17899.699219,2017-12-07
4.50597609561753,2.221048533405805,98.25,2013-08-16,19114.199219,2017-12-18
4.50996015936255,2.218957720255006,98.08,2013-08-15,19114.199219,2017-12-18
4.51394422310757,2.2076310989385735,99.19,2013-08-14,19114.199219,2017-12-18
4.51792828685259,2.211820379453851,98.15,2013-08-13,19114.199219,2017-12-18
4.52191235059761,2.229122218837637,95.35,2013-08-12,19114.199219,2017-12-18
4.52589641434263,2.2492800289865644,92.27,2013-08-09,19114.199219,2017-12-18
4.52988047808765,2.230584607534442,94.27,2013-08-08,19114.199219,2017-12-18
4.53386454183267,2.206344471848775,97.09,2013-08-07,19114.199219,2017-12-18
4.53784860557769,2.210653888617846,89.95,2013-07-26,17899.699219,2017-12-07
4.54183266932271,2.205724017975511,90.16,2013-07-25,17899.699219,2017-12-07
4.5458167330677295,2.216210927242138,88.42,2013-07-24,17899.699219,2017-12-07
4.549800796812749,2.2245388101854093,86.98,2013-07-23,17899.699219,2017-12-07
4.553784860557769,2.2325704613390096,85.6,2013-07-22,17899.699219,2017-12-07
4.557768924302789,2.221773169430175,86.51,2013-07-19,17899.699219,2017-12-07
4.561752988047809,2.2286021189623466,85.28,2013-07-18,17899.699219,2017-12-07
4.565737051792829,2.2340262009270466,89.95,2013-07-26,19114.199219,2017-12-18
4.569721115537849,2.2290703053971908,90.16,2013-07-25,19114.199219,2017-12-18
4.573705179282869,2.239548596041505,88.42,2013-07-24,19114.199219,2017-12-18
4.577689243027889,2.2478653016535346,86.98,2013-07-23,19114.199219,2017-12-18
4.581673306772909,2.255885343911458,85.6,2013-07-22,19114.199219,2017-12-18
4.585657370517929,2.2450559443728464,86.51,2013-07-19,19114.199219,2017-12-18
4.589641434262949,2.296580519766679,75.01,2013-07-09,17899.699219,2017-12-07
4.5936254980079685,2.299030717170603,74.4,2013-07-08,17899.699219,2017-12-07
4.597609561752988,2.372344506148689,66.93,2013-07-05,17899.699219,2017-12-07
4.601593625498008,2.3127319869964804,66.93,2013-07-05,16569.400391,2017-12-08
4.605577689243028,2.3250973723462893,66.93,2013-07-05,16936.800781,2017-12-11
4.609561752988048,2.3417872721831325,66.93,2013-07-05,17415.400391,2017-12-12
4.613545816733068,2.2954775896250372,66.93,2013-07-05,16408.199219,2017-12-13
4.617529880478088,2.3197786086893397,75.01,2013-07-09,19114.199219,2017-12-18
4.621513944223108,2.343363361450179,66.93,2013-07-05,17706.900391,2017-12-15
4.625498007968128,2.3955694976176285,66.93,2013-07-05,19114.199219,2017-12-18
4.629482071713148,2.339261533711922,66.93,2013-07-05,17776.699219,2017-12-19
4.633466135458168,2.287909052918887,66.93,2013-07-05,16624.599609,2017-12-20
4.637450199203188,2.24884219626563,66.93,2013-07-05,15802.900391,2017-12-21
4.6414342629482075,2.2157213669405076,84.5,2013-07-01,19114.199219,2017-12-18
4.645418326693227,2.1836172767997275,13.2,2012-12-17,2863.199951,2017-06-06
4.649402390438247,2.252009212480174,66.93,2013-07-05,16099.799805,2017-12-26
4.653386454183267,2.237323720710633,66.93,2013-07-05,15838.5,2017-12-27
4.657370517928287,2.178327770208024,66.93,2013-07-05,14606.5,2017-12-28
4.661354581673307,2.177502733735685,66.93,2013-07-05,14656.200195,2017-12-29
4.665338645418327,2.162793863613157,13.3,2012-12-10,2863.199951,2017-06-06
4.669322709163347,2.1862120228091464,66.93,2013-07-05,14982.099609,2018-01-02
4.673306772908367,2.2085964238007403,75.01,2013-07-09,17429.5,2018-01-05
4.677290836653387,2.2110125423343745,74.4,2013-07-08,17429.5,2018-01-05
4.681274900398407,2.281156688758412,66.93,2013-07-05,17429.5,2018-01-05
4.685258964143427,2.183878104075348,12.6,2012-12-03,2863.199951,2017-06-06
4.6892430278884465,2.189974313071297,12.43,2012-11-30,2863.199951,2017-06-06
4.693227091633466,2.190121915444547,12.37,2012-11-29,2863.199951,2017-06-06
4.697211155378486,2.1952730142145316,12.22,2012-11-28,2863.199951,2017-06-06
4.701195219123506,2.2005262625061652,12.07,2012-11-27,2863.199951,2017-06-06
4.705179282868526,2.1901035999800453,12.2,2012-11-26,2863.199951,2017-06-06
4.709163346613546,2.1891975705158706,12.16,2012-11-23,2863.199951,2017-06-06
4.713147410358566,2.2018592392970975,11.88,2012-11-22,2863.199951,2017-06-06
4.717131474103586,2.210830554302611,11.67,2012-11-21,2863.199951,2017-06-06
4.721115537848606,2.2088369420509015,11.65,2012-11-20,2863.199951,2017-06-06
4.725099601593626,2.209878955697516,17.49,2013-01-25,4325.129883,2017-08-14
4.729083665338646,2.2145349368032026,17.29,2013-01-24,4325.129883,2017-08-14
4.733067729083666,2.235346057036105,11.05,2012-11-15,2863.199951,2017-06-06
4.7370517928286855,2.237114330659957,10.97,2012-11-14,2863.199951,2017-06-06
4.741035856573705,2.240172994141151,10.87,2012-11-13,2863.199951,2017-06-06
4.745019920318725,2.273447109023518,15.57,2013-01-18,4325.129883,2017-08-14
4.749003984063745,2.279556326668551,15.36,2013-01-17,4325.129883,2017-08-14
4.752988047808765,2.3148097472262785,14.53,2013-01-16,4325.129883,2017-08-14
4.756972111553785,2.327515686755548,14.2,2013-01-15,4325.129883,2017-08-14
4.760956175298805,2.329107797841836,14.1,2013-01-14,4325.129883,2017-08-14
4.764940239043825,2.330733166717423,14.0,2013-01-11,4325.129883,2017-08-14
4.768924302788845,2.3306813169629494,14.1,2013-01-14,4376.629883,2017-08-16
4.772908366533865,2.3453304182812795,13.58,2013-01-09,4325.129883,2017-08-14
4.776892430278885,2.3460990457024105,13.5,2013-01-08,4325.129883,2017-08-14
4.780876494023905,2.358482649946724,13.2,2013-01-07,4325.129883,2017-08-14
4.7848605577689245,2.3556279911217164,13.19,2013-01-04,4325.129883,2017-08-14
4.788844621513944,2.3600143341296858,13.2,2013-01-07,4376.629883,2017-08-16
4.792828685258964,2.3571618470160436,13.19,2013-01-04,4376.629883,2017-08-16
4.796812749003984,2.3537865971602603,13.19,2013-01-03,4376.629883,2017-08-16
4.800796812749004,2.3557357469041604,13.09,2013-01-02,4376.629883,2017-08-16
4.804780876494024,2.3454807906558535,13.22,2013-01-01,4376.629883,2017-08-16
4.808764940239044,2.3538594661104355,14.53,2013-01-16,4892.009766,2017-09-01
4.812749003984064,2.3665331769715108,14.2,2013-01-15,4892.009766,2017-09-01
4.816733067729084,2.3680928235474012,14.1,2013-01-14,4892.009766,2017-09-01
4.820717131474104,2.3696857729020544,14.0,2013-01-11,4892.009766,2017-09-01
4.824701195219124,2.366307154051176,14.0,2013-01-10,4892.009766,2017-09-01
4.828685258964144,2.3842178498509843,13.58,2013-01-09,4892.009766,2017-09-01
4.8326693227091635,2.38495418506943,13.5,2013-01-08,4892.009766,2017-09-01
4.836653386454183,2.3973045485007245,13.2,2013-01-07,4892.009766,2017-09-01
4.840637450199203,2.3944180420933683,13.19,2013-01-04,4892.009766,2017-09-01
4.844621513944223,2.3910082196796028,13.19,2013-01-03,4892.009766,2017-09-01
4.848605577689243,2.3929287923357596,13.09,2013-01-02,4892.009766,2017-09-01
4.852589641434263,2.3826315634789346,13.22,2013-01-01,4892.009766,2017-09-01
4.856573705179283,2.3781998787224907,13.24,2012-12-31,4892.009766,2017-09-01
4.860557768924303,2.377985852706508,13.18,2012-12-28,4892.009766,2017-09-01
4.864541832669323,2.373568116768601,13.2,2012-12-27,4892.009766,2017-09-01
4.868525896414343,2.3712626775524006,13.18,2012-12-26,4892.009766,2017-09-01
4.872509960159363,2.364776323611745,13.24,2012-12-25,4892.009766,2017-09-01
4.876494023904383,2.361963313312622,13.23,2012-12-24,4892.009766,2017-09-01
4.8804780876494025,2.3601998626589547,13.2,2012-12-21,4892.009766,2017-09-01
4.884462151394422,2.3491229536200846,13.35,2012-12-20,4892.009766,2017-09-01
4.888446215139442,2.3432677477009505,13.4,2012-12-19,4892.009766,2017-09-01
4.892430278884462,2.353908398133261,13.13,2012-12-18,4892.009766,2017-09-01
4.896414342629482,2.3469710852779975,13.2,2012-12-17,4892.009766,2017-09-01
4.900398406374502,2.3278837665972447,13.51,2012-12-14,4892.009766,2017-09-01
4.904382470119522,2.325572543952738,12.07,2012-11-27,4376.629883,2017-08-16
4.908366533864542,2.325059339278094,11.88,2012-11-22,4325.129883,2017-08-14
4.912350597609562,2.3339030200505944,11.67,2012-11-21,4325.129883,2017-08-14
4.916334661354582,2.3505914139533686,46.9,2013-03-15,17899.699219,2017-12-07
4.920318725099602,2.346587789314762,46.95,2013-03-14,17899.699219,2017-12-07
4.924302788844622,2.342740628350704,46.99,2013-03-13,17899.699219,2017-12-07
4.9282868525896415,2.371367950873592,44.84,2013-03-12,17899.699219,2017-12-07
4.932270916334661,2.365490890772945,14.2,2013-01-15,5647.209961,2017-10-13
4.936254980079681,2.3814204235400473,43.76,2013-03-08,17899.699219,2017-12-07
4.940239043824701,2.4115643505224593,41.68,2013-03-07,17899.699219,2017-12-07
4.944223107569721,2.3977043888586995,42.32,2013-03-06,17899.699219,2017-12-07
4.948207171314741,2.4203920174199105,40.75,2013-03-05,17899.699219,2017-12-07
4.952191235059761,2.4934737699025473,36.52,2013-03-04,17899.699219,2017-12-07
4.956175298804781,2.5292296408526473,34.55,2013-03-01,17899.699219,2017-12-07
4.960159362549801,2.5470215006339547,33.53,2013-02-28,17899.699219,2017-12-07
4.964143426294821,2.5926556529910725,31.31,2013-02-27,17899.699219,2017-12-07
4.968127490039841,2.5938378429435596,31.1,2013-02-26,17899.699219,2017-12-07
4.972111553784861,2.605916088056868,30.43,2013-02-25,17899.699219,2017-12-07
4.9760956175298805,2.602929234979966,30.4,2013-02-22,17899.699219,2017-12-07
4.9800796812749,2.6088221135555516,30.0,2013-02-21,17899.699219,2017-12-07
4.98406374501992,2.605121777484709,30.0,2013-02-20,17899.699219,2017-12-07
4.98804780876494,2.6162939466013935,29.39,2013-02-19,17899.699219,2017-12-07
4.99203187250996,2.676675147302525,26.92,2013-02-18,17899.699219,2017-12-07
4.99601593625498,2.6706788625249085,27.0,2013-02-15,17899.699219,2017-12-07
5.0,2.656108151144136,27.4,2013-02-14,17899.699219,2017-12-07
5.00398406374502,2.7198595455521577,25.0,2013-02-13,17899.699219,2017-12-07
5.00796812749004,2.702179309941407,25.47,2013-02-12,17899.699219,2017-12-07
5.01195219123506,2.7443264261119618,23.94,2013-02-11,17899.699219,2017-12-07
5.01593625498008,2.7903137417328123,22.4,2013-02-08,17899.699219,2017-12-07
5.0199203187251,2.8099804631779097,21.71,2013-02-07,17899.699219,2017-12-07
5.0239043824701195,2.8344908488314497,20.91,2013-02-06,17899.699219,2017-12-07
5.027888446215139,2.845525304631515,20.5,2013-02-05,17899.699219,2017-12-07
5.031872509960159,2.8489183341597997,20.3,2013-02-04,17899.699219,2017-12-07
5.035856573705179,2.8429387117338583,20.35,2013-02-01,17899.699219,2017-12-07
5.039840637450199,2.834747138806348,20.46,2013-01-31,17899.699219,2017-12-07
5.043824701195219,2.8693199538962655,19.45,2013-01-30,17899.699219,2017-12-07
5.047808764940239,2.8691389781811414,19.35,2013-01-29,17899.699219,2017-12-07
5.051792828685259,2.892479950483101,18.67,2013-01-28,17899.699219,2017-12-07
5.055776892430279,2.9388515342516017,17.49,2013-01-25,17899.699219,2017-12-07
5.059760956175299,2.9435557144029674,17.29,2013-01-24,17899.699219,2017-12-07
5.063745019920319,2.929920240825426,17.5,2013-01-23,17899.699219,2017-12-07
5.067729083665339,2.9323681904507466,17.35,2013-01-22,17899.699219,2017-12-07
5.0717131474103585,2.9662923986066208,16.52,2013-01-21,17899.699219,2017-12-07
5.075697211155378,3.00850660782832,15.57,2013-01-18,17899.699219,2017-12-07
5.079681274900398,3.0148622946863055,15.36,2013-01-17,17899.699219,2017-12-07
5.083665338645418,3.054555671500121,14.53,2013-01-16,17899.699219,2017-12-07
5.087649402390438,3.06844334854686,14.2,2013-01-15,17899.699219,2017-12-07
5.091633466135458,3.069623299800644,14.1,2013-01-14,17899.699219,2017-12-07
5.095617529880478,3.070841931797,14.0,2013-01-11,17899.699219,2017-12-07
5.099601593625498,3.0663796520779014,14.0,2013-01-10,17899.699219,2017-12-07
5.103585657370518,3.086244101042638,13.58,2013-01-09,17899.699219,2017-12-07
5.107569721115538,3.0864844104114724,13.5,2013-01-08,17899.699219,2017-12-07
5.111553784860558,3.0999892139792973,13.2,2013-01-07,17899.699219,2017-12-07
5.115537848605578,3.096093008821529,13.19,2013-01-04,17899.699219,2017-12-07
5.1195219123505975,3.0916008211930777,13.19,2013-01-03,17899.699219,2017-12-07
5.123505976095617,3.0931959998744842,13.09,2013-01-02,17899.699219,2017-12-07
5.127490039840637,3.0874714924423863,14.0,2013-01-10,19114.199219,2017-12-18
5.131474103585657,3.107313696100955,13.58,2013-01-09,19114.199219,2017-12-18
